page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
37,0,0,0,0,17,9,/SUOVAD+CMR10,9.96,85.86,328.79,559.09,350.71,328.79,491.18,85.86,36.19,"advanced driver assistance systems, IEEE/ASME Transactions on Mechatronics 22 (4) (2017) 1531– 1541 (Aug 2017). doi:10.1109/TMECH.2017.2716838 ."
37,0,0,0,0,17,9,/SUOVAD+CMR10,9.96,69.49,316.84,587.55,326.8,316.84,515.09,69.49,7.73,"[3] V. Milan´ es, S. E. Shladover, J. Spring, C. Nowakowski, H. Kawazoe, M. Nakamura, Cooperative adap-"
37,0,0,0,0,21,9,/SUOVAD+CMR10,9.96,85.86,292.93,593.95,314.84,292.93,527.05,85.86,1.32,"tive cruise control in real traﬃc situations, IEEE Transactions on Intelligent Transportation Systems 15 (1) (2014) 296–305 (Feb 2014). doi:10.1109/TITS.2013.2278494 ."
37,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,69.49,280.97,592.53,290.93,280.97,550.96,69.49,2.75,"[4] M. N. Mejri, J. Ben-Othman, M. Hamdi, Survey on vanet security challenges and possible cryptographic"
37,0,0,0,0,8,9,/SUOVAD+CMR10,9.96,85.86,269.01,399.68,278.98,269.01,562.91,85.86,195.59,"solutions, Vehicular Communications 1 (2) (2014) 53–66 (2014)."
37,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,69.49,257.06,587.55,267.02,257.06,574.87,69.49,7.73,"[5] J. Larson, K. Y. Liang, K. H. Johansson, A distributed framework for coordinated heavy-duty vehicle"
37,0,0,0,0,13,9,/SUOVAD+CMR10,9.96,85.86,245.1,588.97,255.07,245.1,586.82,85.86,6.3,"platooning, IEEE Transactions on Intelligent Transportation Systems 16 (1) (2015) 419–429 (Feb 2015)."
37,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,69.49,221.19,572.6,231.16,221.19,610.73,69.49,22.67,"[6] M. Azees, P. Vijayakumar, L. J. Deboarh, Eaap: Eﬃcient anonymous authentication with conditional"
37,0,0,0,0,21,9,/SUOVAD+CMR10,9.96,85.86,197.28,593.95,219.2,197.28,622.69,85.86,1.32,"privacy-preserving scheme for vehicular ad hoc networks, IEEE Transactions on Intelligent Transportation Systems 18 (9) (2017) 2467–2476 (Sept 2017). doi:10.1109/TITS.2016.2634623 ."
37,0,0,0,0,17,9,/SUOVAD+CMR10,9.96,69.49,185.33,557.66,195.29,185.33,646.6,69.49,37.62,"[7] D. Jia, K. Lu, J. Wang, X. Zhang, X. Shen, A survey on platoon-based vehicular cyber-physical"
37,0,0,0,0,12,9,/SUOVAD+CMR10,9.96,85.86,173.37,529.2,183.34,173.37,658.55,85.86,66.08,"systems, IEEE Communications Surveys Tutorials 18 (1) (2016) 263–284 (Firstquarter 2016). doi:"
37,0,0,0,1,2,9,/XPTSRV+CMTT10,9.96,85.86,161.42,231.81,171.38,161.42,670.51,85.86,363.46,10.1109/COMST.2015.2410831 .
37,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,69.49,149.46,577.59,159.43,149.46,682.46,69.49,17.69,"[8] H. Hartenstein, L. P. Laberteaux, A tutorial survey on vehicular ad hoc networks, IEEE Communica-"
37,0,0,0,0,10,9,/SUOVAD+CMR10,9.96,85.86,137.51,473.78,147.47,137.51,694.42,85.86,121.49,tions Magazine 46 (6) (2008) 164–171 (June 2008). doi:10.1109/MCOM.2008.4539481 .
37,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,69.49,125.55,567.62,135.51,125.55,706.38,69.49,27.65,"[9] M. Raya, P. Papadimitratos, J. p. Hubaux, Securing vehicular communications, IEEE Wireless Com-"
37,0,0,0,0,9,9,/SUOVAD+CMR10,9.96,85.86,113.6,450.4,123.56,113.6,718.33,85.86,144.88,munications 13 (5) (2006) 8–15 (October 2006). doi:10.1109/WC-M.2006.250352 .
38,0,0,0,0,19,9,/SUOVAD+CMR10,9.96,64.51,708.87,602.49,718.83,708.87,123.06,64.51,-7.22,"[10] N. W. Lo, H. C. Tsai, Illusion attack on vanet applications - a message plausibility problem, in: 2007"
38,0,0,0,0,10,9,/SUOVAD+CMR10,9.96,85.86,696.91,507.89,706.87,696.91,135.02,85.86,87.38,"IEEE Globecom Workshops, 2007, pp. 1–8 (Nov 2007). doi:10.1109/GLOCOMW.2007.4437823 ."
38,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,684.95,557.66,694.92,684.95,146.97,64.51,37.62,"[11] F. Wang, Y. Xu, H. Zhang, Y. Zhang, L. Zhu, 2ﬂip: A two-factor lightweight privacy-preserving"
38,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,85.86,661.04,569.05,682.96,661.04,158.93,85.86,26.23,"authentication scheme for vanet, IEEE Transactions on Vehicular Technology 65 (2) (2016) 896–911 (2016)."
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,649.09,547.7,659.05,649.09,182.84,64.51,47.58,"[12] J. L. Huang, L. Y. Yeh, H. Y. Chien, Abaka: An anonymous batch authenticated and key agree-"
38,0,0,0,0,23,9,/SUOVAD+CMR10,9.96,85.86,625.18,574.03,647.1,625.18,194.79,85.86,21.25,"ment scheme for value-added services in vehicular ad hoc networks, IEEE Transactions on Vehicular Technology 60 (1) (2011) 248–262 (Jan 2011). doi:10.1109/TVT.2010.2089544 ."
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,613.22,562.64,623.19,613.22,218.7,64.51,32.63,"[13] T. W. Chim, S.-M. Yiu, L. C. Hui, V. O. Li, Specs: Secure and privacy enhancing communications"
38,0,0,0,0,11,9,/SUOVAD+CMR10,9.96,85.86,601.27,409.65,611.23,601.27,230.66,85.86,185.63,"schemes for vanets, Ad Hoc Networks 9 (2) (2011) 189–203 (2011)."
38,0,0,0,0,19,9,/SUOVAD+CMR10,9.96,64.51,589.31,577.59,599.28,589.31,242.61,64.51,17.69,"[14] S.-J. Horng, S.-F. Tzeng, Y. Pan, P. Fan, X. Wang, T. Li, M. K. Khan, b-specs+: Batch veriﬁcation"
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,85.86,565.4,564.07,587.32,565.4,254.57,85.86,31.21,"for secure pseudonymous authentication in vanet, IEEE Transactions on Information Forensics and Security 8 (11) (2013) 1860–1875 (2013)."
38,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,553.45,567.62,563.41,553.45,278.48,64.51,27.65,"[15] B. Ying, A. Nayak, Anonymous and lightweight authentication for secure vehicular networks, IEEE"
38,0,0,0,0,11,9,/SUOVAD+CMR10,9.96,85.86,541.49,459.46,551.45,541.49,290.44,85.86,135.82,Transactions on Vehicular Technology 66 (12) (2017) 10626–10636 (Dec 2017). doi:10.1109/TVT.
38,0,0,0,0,17,9,/SUOVAD+CMR10,9.96,64.51,517.58,572.6,527.54,517.58,314.35,64.51,22.67,"[16] K. Abboud, H. A. Omar, W. Zhuang, Interworking of dsrc and cellular network technologies for v2x"
38,0,0,0,0,13,9,/SUOVAD+CMR10,9.96,85.86,505.63,588.97,515.59,505.63,326.3,85.86,6.3,"communications: A survey, IEEE transactions on vehicular technology 65 (12) (2016) 9457–9470 (2016)."
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,493.67,567.62,503.63,493.67,338.26,64.51,27.65,"[17] Y. H. Park, S. W. Seo, Fast and secure group key dissemination scheme for out-of-range v2i com-"
38,0,0,0,0,12,9,/SUOVAD+CMR10,9.96,85.86,481.72,534.18,491.68,481.72,350.21,85.86,61.1,"munication, IEEE Transactions on Vehicular Technology 64 (12) (2015) 5642–5652 (Dec 2015)."
38,0,0,0,0,32,9,/SUOVAD+CMR10,9.96,64.51,445.85,597.51,467.77,445.85,374.12,64.51,-2.24,"[18] A. Ornaghi, M. Valleri, Man in the middle attacks demos, Blackhat [Online Document] 19 (2003). [19] M. Bellare, P. Rogaway, Random oracles are practical: A paradigm for designing eﬃcient protocols, in:"
38,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,85.86,421.94,554.1,443.86,421.94,398.03,85.86,41.17,"Proceedings of the 1st ACM conference on Computer and communications security, ACM, 1993, pp. 62–73 (1993)."
38,0,0,0,0,15,9,/SUOVAD+CMR10,9.96,64.51,409.99,557.66,419.95,409.99,421.94,64.51,37.62,"[20] D. Huang, S. Misra, M. Verma, G. Xue, Pacp: An eﬃcient pseudonymous authentication-based con-"
38,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,85.86,386.08,588.97,407.99,386.08,433.9,85.86,6.3,"ditional privacy protocol for vanets, IEEE Transactions on Intelligent Transportation Systems 12 (3) (2011) 736–746 (2011)."
38,0,0,0,0,20,9,/SUOVAD+CMR10,9.96,64.51,374.12,567.62,384.08,374.12,457.81,64.51,27.65,"[21] F. Qu, Z. Wu, F. Y. Wang, W. Cho, A security and privacy review of vanets, IEEE Transactions on"
38,0,0,0,0,10,9,/SUOVAD+CMR10,9.96,85.86,362.17,434.55,372.13,362.17,469.76,85.86,160.72,Intelligent Transportation Systems 16 (6) (2015) 2985–2996 (Dec 2015). doi:10.1109/TITS.2015.
38,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,338.25,602.49,348.22,338.25,493.67,64.51,-7.22,"[22] J.-S. Li, K.-H. Liu, A lightweight identity authentication protocol for vehicular networks, Telecommu-"
38,0,0,0,0,7,9,/SUOVAD+CMR10,9.96,85.86,326.3,319.98,336.26,326.3,505.63,85.86,275.29,nication Systems 53 (4) (2013) 425–438 (2013).
38,0,0,0,0,15,9,/SUOVAD+CMR10,9.96,64.51,314.34,567.62,324.31,314.34,517.58,64.51,27.65,"[23] Z. Zhou, H. Zhang, Z. Sun, An improved privacy-aware handoﬀ authentication protocol for vanets,"
38,0,0,0,0,8,9,/SUOVAD+CMR10,9.96,85.86,302.39,409.65,312.35,302.39,529.54,85.86,185.63,Wireless Personal Communications 97 (3) (2017) 3601–3618 (2017).
38,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,290.43,592.53,300.4,290.43,541.49,64.51,2.75,"[24] L. Zhang, Q. Wu, A. Solanas, J. Domingo-Ferrer, A scalable robust authentication protocol for secure"
38,0,0,0,0,12,9,/SUOVAD+CMR10,9.96,85.86,278.48,583.99,288.44,278.48,553.45,85.86,11.28,"vehicular communications, IEEE Transactions on vehicular Technology 59 (4) (2010) 1606–1617 (2010)."
38,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,266.52,587.55,276.49,266.52,565.4,64.51,7.73,"[25] A. Menezes, An introduction to pairing-based cryptography, Recent trends in cryptography 477 (2009)"
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,242.61,597.51,252.58,242.61,589.31,64.51,-2.24,"[26] V. S. Miller, Use of elliptic curves in cryptography, in: Conference on the theory and application of"
38,0,0,0,0,7,9,/SUOVAD+CMR10,9.96,85.86,230.66,394.7,240.62,230.66,601.27,85.86,200.57,"cryptographic techniques, Springer, 1985, pp. 417–426 (1985)."
38,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,218.7,567.62,228.67,218.7,613.22,64.51,27.65,"[27] F. Vercauteren, Optimal pairings, IEEE Transactions on Information Theory 56 (1) (2009) 455–461"
38,0,0,0,0,15,9,/SUOVAD+CMR10,9.96,64.51,194.79,572.6,204.75,194.79,637.14,64.51,22.67,"[28] D. Boneh, X. Boyen, Short signatures without random oracles, in: International Conference on the"
38,0,0,0,0,11,9,/SUOVAD+CMR10,9.96,85.86,182.84,519.24,192.8,182.84,649.09,85.86,76.04,"Theory and Applications of Cryptographic Techniques, Springer, 2004, pp. 56–73 (2004)."
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,170.88,562.64,180.84,170.88,661.05,64.51,32.63,"[29] L. Li, J. Liu, L. Cheng, S. Qiu, W. Wang, X. Zhang, Z. Zhang, Creditcoin: A privacy-preserving"
38,0,0,0,0,20,9,/SUOVAD+CMR10,9.96,85.86,146.97,574.03,168.89,146.97,673.0,85.86,21.25,"blockchain-based incentive announcement network for communications of smart vehicles, IEEE Transactions on Intelligent Transportation Systems 19 (7) (2018) 2204–2220 (2018)."
38,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,135.02,592.53,144.98,135.02,696.91,64.51,2.75,"[30] D. A. Rivas, J. M. Barcel´ o-Ordinas, M. G. Zapata, J. D. Morillo-Pozo, Security on vanets: Privacy,"
38,0,0,0,0,19,9,/SUOVAD+CMR10,9.96,85.86,111.11,574.03,133.02,111.11,708.87,85.86,21.25,"misbehaving nodes, false information and secure data aggregation, Journal of Network and Computer Applications 34 (6) (2011) 1942–1955 (2011)."
39,0,0,0,0,15,9,/SUOVAD+CMR10,9.96,64.51,708.87,592.53,718.83,708.87,123.06,64.51,2.75,"[31] M. Wolf, T. Gendrullis, Design, implementation, and evaluation of a vehicular hardware security mod-"
39,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,85.86,684.95,593.95,706.87,684.95,135.02,85.86,1.32,"ule, in: International Conference on Information Security and Cryptology, Springer, 2011, pp. 302–318 (2011)."
39,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,673.0,597.51,682.96,673.0,158.93,64.51,-2.24,"[32] J. B. Kenney, Dedicated short-range communications (dsrc) standards in the united states, Proceedings"
39,0,0,0,0,8,9,/SUOVAD+CMR10,9.96,85.86,661.04,305.04,671.01,661.04,170.88,85.86,290.24,of the IEEE 99 (7) (2011) 1162–1182 (2011).
39,0,0,0,0,15,9,/SUOVAD+CMR10,9.96,64.51,649.09,597.51,659.05,649.09,182.84,64.51,-2.24,"[33] C. Boyd, A. Mathuria, Protocols for authentication and key establishment, Springer Science & Business"
39,0,0,0,0,3,9,/SUOVAD+CMR10,9.96,85.86,637.13,185.49,647.1,637.13,194.79,85.86,409.79,"Media, 2013 (2013)."
39,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,625.18,557.66,635.14,625.18,206.75,64.51,37.62,"[34] M. Steiner, G. Tsudik, M. Waidner, Key agreement in dynamic peer groups, IEEE Transactions on"
39,0,0,0,0,12,9,/SUOVAD+CMR10,9.96,85.86,613.22,507.8,623.19,613.22,218.7,85.86,87.48,Parallel and Distributed Systems 11 (8) (2000) 769–780 (Aug 2000). doi:10.1109/71.877936 .
39,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,601.27,607.47,611.23,601.27,230.66,64.51,-12.2,"[35] R. Canetti, H. Krawczyk, Analysis of key-exchange protocols and their use for building secure channels,"
39,0,0,0,0,7,9,/SUOVAD+CMR10,9.96,85.86,589.31,389.72,599.28,589.31,242.61,85.86,205.55,Advances in Cryptology—EUROCRYPT 2001 (2001) 453–474 (2001).
39,0,0,0,0,17,9,/SUOVAD+CMR10,9.96,64.51,577.36,572.6,587.32,577.36,254.57,64.51,22.67,"[36] J. Petit, F. Schaub, M. Feiri, F. Kargl, Pseudonym schemes in vehicular networks: A survey, IEEE"
39,0,0,0,0,9,9,/SUOVAD+CMR10,9.96,85.86,565.4,409.65,575.37,565.4,266.52,85.86,185.63,communications surveys & tutorials 17 (1) (2015) 228–255 (2015).
39,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,553.45,572.6,563.41,553.45,278.48,64.51,22.67,"[37] S. S. Manvi, S. Tangade, A survey on authentication schemes in vanets for secured communication,"
39,0,0,0,0,6,9,/SUOVAD+CMR10,9.96,85.86,541.49,324.96,551.45,541.49,290.44,85.86,270.31,Vehicular Communications 9 (2017) 19–30 (2017).
39,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,529.54,577.59,539.5,529.54,302.39,64.51,17.69,"[38] M. Abdalla, P.-A. Fouque, D. Pointcheval, Password-based authenticated key exchange in the three-"
39,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,85.86,505.63,564.07,527.54,505.63,314.35,85.86,31.21,"party setting, in: International Workshop on Public Key Cryptography, Springer, 2005, pp. 65–84 (2005)."
39,0,0,0,0,14,9,/SUOVAD+CMR10,9.96,64.51,493.67,597.51,503.63,493.67,338.26,64.51,-2.24,"[39] M. Bellare, D. Pointcheval, P. Rogaway, Authenticated key exchange secure against dictionary attacks,"
39,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,85.86,469.76,608.9,491.68,469.76,350.21,85.86,-13.62,"in: International conference on the theory and applications of cryptographic techniques, Springer, 2000, pp. 139–155 (2000)."
39,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,457.81,567.62,467.77,457.81,374.12,64.51,27.65,"[40] V. Shoup, Sequences of games: a tool for taming complexity in security proofs., IACR Cryptology"
39,0,0,0,0,6,9,/SUOVAD+CMR10,9.96,85.86,445.85,280.13,455.81,445.85,386.08,85.86,315.14,ePrint Archive 2004 (2004) 332 (2004).
39,0,0,0,0,25,9,/SUOVAD+CMR10,9.96,64.51,421.94,582.57,443.86,421.94,398.03,64.51,12.71,"[41] Tamarin scripts of this paper: https://github.com/FUllSCIPTS/paper2 (2019). [42] D. Dolev, A. Yao, On the security of public key protocols, IEEE Transactions on information theory"
39,0,0,0,0,5,9,/SUOVAD+CMR10,9.96,85.86,409.99,235.3,419.95,409.99,421.94,85.86,359.98,29 (2) (1983) 198–208 (1983).
39,0,0,0,0,18,9,/SUOVAD+CMR10,9.96,64.51,398.03,592.53,407.99,398.03,433.9,64.51,2.75,"[43] S. Meier, B. Schmidt, C. Cremers, D. Basin, The tamarin prover for the symbolic analysis of security"
39,0,0,0,0,13,9,/SUOVAD+CMR10,9.96,85.86,374.12,579.01,396.04,374.12,445.85,85.86,16.27,"protocols, in: International Conference on Computer Aided Veriﬁcation, Springer, 2013, pp. 696–701 (2013)."
39,0,0,0,0,11,9,/SUOVAD+CMR10,9.96,64.51,362.17,482.94,372.13,362.17,469.76,64.51,112.33,[44] Tamarin-Prover Manual Security Protocol Analysis in the Symbolic Model (2019).
39,0,0,0,0,13,9,/SUOVAD+CMR10,9.96,64.51,338.25,577.59,348.22,338.25,493.67,64.51,17.69,"[45] G. Lowe, A hierarchy of authentication speciﬁcations, in: Computer security foundations workshop,"
39,0,0,0,0,8,9,/SUOVAD+CMR10,9.96,85.86,326.3,364.81,336.26,326.3,505.63,85.86,230.46,"1997. Proceedings., 10th, IEEE, 1997, pp. 31–43 (1997)."
39,0,0,0,0,16,9,/SUOVAD+CMR10,9.96,64.51,314.34,587.55,324.31,314.34,517.58,64.51,7.73,"[46] U. of Tsukuba, Tepla: Elliptic curve and pairing library, Tech. rep., University of Tsukuba (2013)."
39,0,0,0,0,6,9,/SUOVAD+CMR10,9.96,64.51,278.48,303.61,300.4,278.48,541.49,64.51,291.66,[47] https://pypi.org/project/pycrypto/ (2020). [48] https://pypi.org/project/tate_bilinear_pairing/ (2020).
39,0,0,0,0,4,6,/LNZLED+CMBX12,11.96,64.51,244.11,225.91,256.06,244.11,585.83,64.51,369.37,Appendix A. Security Proofs
39,0,0,0,0,7,6,/GGAXSG+CMTI12,11.96,64.51,220.7,297.64,232.65,220.7,609.24,64.51,297.64,Appendix A.1. Proof of TV2I (Theorem 1)
39,0,0,0,0,22,6,/NAUQMW+CMR12,11.96,82.07,201.47,521.1,215.22,201.47,626.67,82.07,74.18,"We deﬁned games G , and S  A wins the game G , where 0 ≤ i 4.ii is the event thati"
39,0,0,0,0,16,6,/LNZLED+CMBX12,11.96,64.51,174.37,542.86,186.32,174.37,655.57,64.51,52.42,Game G : The game speciﬁes the real-world attack against semantic security of P. After 0
39,0,0,0,0,52,6,/NAUQMW+CMR12,11.96,64.51,131.03,563.15,171.88,131.03,670.01,64.51,32.13,"collecting a polynomial number of queries to Execute (P ), Enc (P ) and Hash (P ), the adverth session), which is in the accept sary issues a Test(P) query to an arbitrary session (s.t. i state and the freshness holds. Awins the game if it can guess the bit bcorrectly. According"
40,0,0,0,0,10,6,/NAUQMW+CMR12,11.96,64.51,706.87,403.72,718.83,706.87,123.06,64.51,191.55,"to the deﬁnition of semantic security, Awins with an advantage"
40,0,0,0,1,1,6,/NAUQMW+CMR12,11.96,260.11,683.89,348.46,695.85,683.89,146.04,260.11,246.81,1SS
40,0,0,0,0,8,6,/NJVWMM+CMMI12,11.96,239.17,672.85,358.83,687.76,672.85,154.13,239.17,236.44,Adv  | Pr (S ) − |.0P =
40,0,0,0,0,17,6,/LNZLED+CMBX12,11.96,64.51,646.35,601.9,658.3,646.35,183.59,64.51,-6.63,Game G : This game proceeds identically to the previous game unless there is a collision 1
40,0,0,0,0,40,6,/NAUQMW+CMR12,11.96,64.51,617.46,535.15,643.86,617.46,198.03,64.51,60.12,"for MACs, i.e. σ . If the collision happens for σ, σ, σ  σ  σ , A can fake KDC1..5124 and53 , as the registered vehicle, KDC as the legitimate RSU , the RSU for the cipher text ( ζ),iR"
40,0,0,0,0,13,6,/NJVWMM+CMMI12,11.96,64.51,603.01,543.88,614.97,603.01,226.92,64.51,51.39,"KDC for the key conﬁrmation and KDC  for the legitimate RSU, respectively. According"
40,0,0,0,0,19,6,/NAUQMW+CMR12,11.96,64.51,588.57,552.01,600.52,588.57,241.37,64.51,43.27,"to the birthday paradox, the number of queries to the hash table ( H) needs to be at least"
40,0,0,0,0,9,6,/NAUQMW+CMR12,11.96,72.03,569.56,327.33,581.51,569.56,260.38,72.03,267.95,. We use the diﬀerence lemma to show that2
40,0,0,0,0,9,6,/NJVWMM+CMMI12,11.96,229.42,532.03,362.38,548.73,532.03,293.16,229.42,232.9,|Pr [S ] − Pr [S ] |≤10  .
40,0,0,0,0,20,6,/LNZLED+CMBX12,11.96,64.51,507.32,630.46,519.28,507.32,322.61,64.51,-35.18,Game G : This game is similar to the previous game unless there is a collision for the cipher 2
40,0,0,0,0,41,6,/NAUQMW+CMR12,11.96,64.51,476.64,580.93,504.83,476.64,337.06,64.51,14.34,"texts (  ζ ). If the collision happens for ζ ζ  E , A can force the vehicle and S &RS &R in the the RSU to decrypt ζ  ζ , respectively. According to the birthday paradox, the number S &R"
40,0,0,0,0,8,6,/NAUQMW+CMR12,11.96,64.51,462.03,263.57,477.69,462.03,364.2,64.51,331.71,Encof queries to the Emust be at least
40,0,0,0,0,7,15,/OXGNIZ+CMMI6,5.98,255.38,460.15,468.83,472.11,460.15,369.78,255.38,126.45,k . According to the diﬀerence lemma2
40,0,0,0,0,10,6,/NJVWMM+CMMI12,11.96,230.78,422.62,361.8,439.32,422.62,402.57,230.78,233.48,|Pr [S ] − Pr [S ] |≤21 k .
40,0,0,0,0,19,6,/LNZLED+CMBX12,11.96,64.51,397.91,560.89,409.87,397.91,432.02,64.51,34.38,"Game G : This game corresponds to the KKS of P , and it proceeds similarly to the 3"
40,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,64.51,383.47,533.41,395.42,383.47,446.47,64.51,61.87,"previous game unless A identiﬁes the current session key, GK . In this game, A asks"
40,0,0,0,0,177,6,/NAUQMW+CMR12,11.96,64.51,222.77,632.38,380.98,222.77,460.91,64.51,-37.11,") without losing ) and Sessionkey reveal(PSessionstatereveal (PVehicle,RSUVehicle,RSUii the freshness of the session. That is, the queries are issued to the remaining sessions except th session to acquire session-speciﬁc random values (the iS, Rand r ) and session key (GK). Despite possessing the remaining session secrets and session keys, Arequires either S or R th session to know theth session key. Otherwise,of the i i A needs the long-term secret ϵand K , and the session-speciﬁc secret λ to construct the key. The advantage of Ain attaining c either S or R is max(Adv , 1 ) since both the values can be identiﬁed by knowing the long- skm2 term secrets ( L  L ) or replacing S and R  by a random number, which is drawn VK andRSU randomly from an uniform distribution. The advantage of Afor attaining the λ, K  ϵc and , Adv  Adv , respectively. Alternatively, Acan acquire ϵ by feeding Y = ϵ Pare 1sk andskm2 to an ECDLP solver. The solver outputs ϵ with an advantage of Adv  KECDLP . Similarly,"
40,0,0,0,0,9,6,/NAUQMW+CMR12,11.96,64.51,208.88,352.48,224.54,208.88,617.35,64.51,242.8,enccan be acquired by querying Ewith the advantage of
40,0,0,0,0,10,6,/NAUQMW+CMR12,11.96,223.75,207.0,546.16,220.83,207.0,621.06,223.75,49.11,q  A in this l . The total advantage of
40,0,0,0,0,9,6,/NAUQMW+CMR12,11.96,64.51,194.43,423.17,206.39,194.43,635.5,64.51,172.11,game is the maximum probability in the following advantages:
40,0,0,0,0,12,6,/NAUQMW+CMR12,11.96,84.45,144.73,493.63,161.43,144.73,680.46,84.45,101.65,"),( 1  Adv ),(Adv  q }.|Pr[S] −Pr[S] |≤max{max(Adv, 1skECDLP +32skmm +k )"
40,0,0,0,0,3,6,/NAUQMW+CMR12,11.96,281.47,141.27,465.84,153.23,141.27,688.66,281.47,129.43,2 2 2
40,0,0,0,0,17,6,/LNZLED+CMBX12,11.96,64.51,120.02,549.03,131.97,120.02,709.92,64.51,46.25,"Game G : This game presents the anonymity and the unlinkability of the P, which diﬀers 4"
40,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,64.51,105.57,539.39,117.53,105.57,724.36,64.51,55.89,"by the fact that A traces the vehicle and links its communication. In this game, Aasks"
41,0,0,0,0,15,6,/NJVWMM+CMMI12,11.96,64.51,703.41,543.18,718.7,703.41,123.19,64.51,52.1,"Session − state reveal(P Vehicle,RSU ) without losing the freshness of the session to acquire"
41,0,0,0,0,47,6,/NAUQMW+CMR12,11.96,64.51,662.1,559.72,707.28,662.1,134.61,64.51,35.56,"th session values. That is,the session-speciﬁc random values except the i Aissues the query to acquire r and λ of the remaining sessions. Although Aholds r of the remaining sessions, th session to compute SID and link its communication. Given it requires GK of the ( i1)"
41,0,0,0,0,59,6,/NAUQMW+CMR12,11.96,64.51,602.69,546.94,657.98,602.69,183.91,64.51,48.34,"the Session statereveal (P Vehicle,RSU ) query, the remaining session keys can be computed by knowing K  ϵ . K  Adv , and ϵ can be replaced c andc can be replaced with the advantagesk in two ways: with the advantage Adv  Adv  A in this game sk andECDLP . The advantage of according to the diﬀerence lemma is"
41,0,0,0,0,13,6,/NJVWMM+CMMI12,11.96,183.72,560.05,375.06,573.8,560.05,268.09,183.72,220.21,|Pr [S ] − Pr [S ] |≤ Adv  Adv43sk + ECDLP .
41,0,0,0,0,18,6,/NAUQMW+CMR12,11.96,64.51,535.44,545.74,547.4,535.44,294.49,64.51,49.53,Game G : This game presents the PFS of Pand diﬀers from the previous game if Aidenti- 5
41,0,0,0,0,3,13,/FUDOLA+CMR8,7.97,148.44,525.33,422.19,539.06,525.33,302.83,148.44,173.08,(i) (i)th session.
41,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,64.51,520.99,550.2,532.95,520.99,308.94,64.51,45.08,ﬁes GK of the i  A asks Corrupt (P ) and Corrupt (P ) to acquire RSUVehicle
41,0,0,0,0,16,15,/MDCGGI+CMR6,5.98,64.51,502.77,557.12,516.51,502.77,325.38,64.51,38.16,"the long-term secrects of the vehicle and the RSUs ( L L , respectively). VK andRSU(i1),i,(i+1)"
41,0,0,0,0,34,6,/NAUQMW+CMR12,11.96,64.51,475.67,632.38,502.07,475.67,339.82,64.51,-37.11,"As the freshness should not be violated, the queries are asked after the expiry of the session at the vehicle and the RSUs. The expiry of the session is achieved by executing the remover"
41,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,64.51,461.22,539.47,473.18,461.22,368.71,64.51,55.81,"query Remover (P ) at the vehicle and the RSUs. Aneeds either S or R , Vehicle,RSU"
41,0,0,0,0,12,6,/NAUQMW+CMR12,11.96,64.51,443.79,537.12,460.08,443.79,381.81,64.51,58.16,th session andor λ of the i ϵ  and K  A can
41,0,0,0,0,8,13,/VYYMPD+CMMI8,7.97,248.05,442.0,523.02,453.95,442.0,387.94,248.05,72.26,"c to acquire and compute the key, respectively."
